S.No,Item name,Brand_Name,Category,Sub_Category,Ingredients,Serving_Size_g,Calories_kcal,Carbohydrates_g,Proteins_g
627,Bansiwala Paan Petha,BANSIWALA,SWEETS,PETHA,"Sugar, Ash Gourd (Pumpkin), Contains Permitted Synthetic Colour & Added Natural Flavouring Substance (Kewra Water)",100,227,68.15,0.33
628,Bansiwala Angoori Petha,BANSIWALA,SWEETS,PETHA,"Sugar, Ash Gourd (Pumpkin)",100,227,68.15,0.33
629,Nandini Millet Laddu,NANDINI,SWEETS,LADDU,"Milk Solids (Ghee, Dairy Whitener), Sugar, Pear Millet (15%), Finger Millet Flour (15%), Sorghum (15%), Natural Brown Sugar, Coconut Powder, Cardamom Powder, Cashew Nuts.",100,553,67.4,6.8
630,Daadi's Atta Gond Laddoo,DAADIS,SWEETS,LADDU,"Wheat Flour, Sugar Powder, Urad Dal Flour, Clarified Butter (Pure Cow Ghee), Dry Fruits, Gond (Edible Gum).",100,510.48,67.79,5.83
631,Currychief Madras Sambar,CURRYCHIEF,INSTANT FOOD,SAMBAR,"Water, Shallots, Onion, Tomato, Toor Dal, Moong Dal, Sunflower Oil, Salt, Red Chilly, Asafoetida, Green Chilly, Coriander, Fenugreek, Turmeric, Mustard, Cumin, Pepper, Rice, Channa Dal",100,178,18.3,7.4
632,Yu Jalapeno Cheese,YU FOODS,INSTANT FOOD,NOODLES,"100% Whole Wheat Flour (Noodles), Cheddar Cheese, Jalapeno, Milk, Butter, Sunflower Seed Oil, Sesame Seeds, Onion, Tomatoes, Garlic, Red Chilli Powder, Vinegar, Corn Flour, Leeks, Celery, Bay Leaf, Black Pepper Corn, Spring Onions, Salt",140,252,39,8
633,MOM 3 Cheese Instant Pasta,MOM,INSTANT FOOD,PASTA,"Durum Wheat Pasta (58%), Milk Solids (Cheese Powder), Mozzarella Cheese Powder, Parmesan Cheese Powder, Whole Milk Powder, Potato Starch, Wheat Flour, Spices and Condiments (Onion, Garlic, Parsley), Iodized Salt, Vegetable (Palm) Fat Powder, Maltodextrin, Natural and Nature Identical Flavouring Substances, Stabilizer (Ins 415), Flavour Enhancers (Ins 627, Ins 631)",100,392.9,69.1,12.1
634,Maggi Masala Cuppa Noodles,MAGGI,INSTANT FOOD,NOODLES," Refined wheat flour (Maida), Palm oil, Iodized salt, Thickeners (412 & 508), Humectant (451(i)), Acidity Regulators (501(i), 500(i) & 330). MASALA TASTEMAKER: Mixed spices (18.4%), Dehydrated vegetables (14.4%) (Carrot flakes (7.5%), Green peas (6.9%)), Sugar, Starch, Iodized salt, Nature identical flavouring substances, Tomato paste (5.6%), Toasted onion flakes (4.7%), Refined wheat flour (Maida), Roasted garlic flakes, Thickeners (508 & 415), Onion powder (2.8%), Palm oil, Herbs, Natural flavouring substance, Yeast extract powder, Flavour enhancer (635), Tamarind powder, Acidity Regulator (330) and Wheat gluten",100,387,52.5,7.1
635,MAGGI 2-Minute Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,"Noodles: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412). Acidity regulators (501(i) & 500(i)) and Humectant (451(1)). Masala Tastemaker: Mixed Spices (26.2%) (Onion powder, Coriander powder, Red chilli powder, Turmeric powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Toasted onion powder, Clove powder, Green cardamom powder, Nutmeg powder), Hydrolysed groundnut protein. Refined wheat flour (Maida), Sugar, Starch, Palm oil, lodized salt, Thickener (508), Acidity regulator (330), Flavour enhancer (635), Colour (150d), Mineral and Wheat gluten",100,384,59.6,8.2
636,MTR Vegetable Upma,MTR,INSTANT FOOD,UPMA,"Semolina (75%), Edible Vegetable fat-interesterified (Palmolein Oil, Palm Kernel Oil), Dehydrated Carrot, Salt, Green chilli, Ginger, Sugar, Bengal gram, Curry leaves, Mustard, Dehydrated onion, Anticaking agent Silica (INS 551), Acidity Regulator (Citric acid (INS 330) and Tartaric acid (INS 334)",100,252,41.7,4.8
637,MOM Cheesy Peri Peri Instant Pasta,MOM,INSTANT FOOD,PASTA,"Pasta: Durum Wheat Pasta (58%), Cheesy Peri Peri Sauce Mix: Corn Starch, Iodised Salt, Milk Solids, Cheese Powder, Sugar, Vegetable (Palm) Fat Powder, Potato Starch, Spices , Condiments (Garlic, Onion, Chilli, Parsley), Hydrolysed Vegetable Protein, Cream Analogue (Hydrogenated Palm Oil, Caseinate) Acidity Regulators (INS270, INS330), Natural , Nature Identical Flavouring Substances, Yeast Extract Powder, Stabilizer (INS415), Flavour Enhancers (INS627, INS631), Anticaking Agent (INS551), Italian Seasoning Mix: Dehydrated Garlic, Iodized Salt, Spices and Herbs (Oregano, Basil, Black Pepper, Chilli) Edible Soyabean Oil, and Anti Caking Agent (INS551)",100,379.4,74.5,9.4
638,Currychief Chettinad Curry,CURRYCHIEF,INSTANT FOOD,CURRY,"Coconut, Curry Leaves, Fennel, Ginger-garlic, Onion, Pepper, Red Chilli, Salt, Spices and Condiments (Cardamom, Cinnamon, Cloves, Coriander, Star Anise, Stoneflower, Turmeric), Sunflower Oil, Tomato, Water",100,206,0.5,2.9
639,MOM Poha With Bhujia,MOM,INSTANT FOOD,POHA,"Poha (91%): Poha (70%) (Rice Flakes), Sugar, Roasted Peanuts, Edible Vegetable Oil (Soyabean Oil), Salt, Dehydrated Red Onion Flakes, Tomato, Spices & Condiments (Mustard, Red Chilli Powder, Turmeric), Acidity Regulator (INS 330), Curry Leaves. Bhujia (9%): Bean Flour (Moth Flour), Gram Pulse Flour, Edible Vegetable Oil (Soyabean Oil, Cottonseed & Palmolein Oil), Spices and Condiments (Red Chilli Powder, Ginger, Black Pepper, Cardamom, Nutmeg, Clove, Cumin Powder, Mace), Salt",100,430,71,9
640,Maggi Chilly Chow Cuppa Noodles,MAGGI,INSTANT FOOD,NOODLES,"Noodles: Refined wheat flour (Maida), Palm oil, lodized salt, Thickeners (412 & 508), Humectant (451(i)) and Acidity regulators (501(1), 500 (i) & 330). Masala Tastemaker: Mixed spices (Dried garlic (20.4%). Red chilli powder (7.7%), Dehydrated onion, Black pepper powder, Star anise powder, Capsicum extract, Nutmeg powder, Coriander ex-tract, Cumin extract), Starch, lodized salt, Refined wheat flour (Maida), Tomato paste (7%), Sugar, Dehydrated carrot bits (6.3%), Thickeners (508 & 415), Toasted onion flakes (4%), Palm oil, Flavour enhancer (635), Acidity regulator (330), Yeast extract powder, Colour (150d) and Wheat gluten",100,388,53.1,7.5
641,MTR Breakfast Khatta Meetha Poha Mix,MTR,INSTANT FOOD,POHA,"Rice flakes (64%), Sugar, Edible vegetable fat-Interesterified (Made from Palm oil and Palm kernel oil), Raisins, Peanuts, Salt, Dehydrated onion flakes, Green chilli, Curry leaves, Turmeric, Dry mango powder, Cumin, Mustard, Maltodextrin and Acidity regulators (Citric acid (INS 330) and Tartaric acid (INS 334))",60,245,44,4
642,Maggi Chicken Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,"Noodles: Refined Wheat Flour (Maida), Palm Oil, Lodised Salt, Wheat Gluten, Thickeners (508 and 412), Acidity Regulator (501(I) and 500(I)) and Humectant (451(I)). Tastemaker: Mixed Spices (22%) (Dehydrated Onion, Dried Garlic, Red Chilli Powder, Black Pepper Powder, Capsicum Extract, Turmeric Powder, Nutmeg Powder, Coriander Extract, Cumin Extract), Sugar, Refined Wheat Flour (Maida), Lodised Salt, Starch, Chicken Meat (5.7%), Palm Oil, Thickener (508), Chicken Fat (2.3%), Natural Flavour, Flavour Enhancer (635), Nature Identical Flavouring Substance, Acidity Regulator (330), Colour (150D), Dehydrated Kasuri Methi Leaves, Onion, Wheat Gluten and Dehydrated Bread",100,402,66.1,7.8
643,Maggi Special Masala Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,"Noodles: Refined wheat flour (Maida), Palm oil, Wheat gluten, lodized salt, Thickeners (508 & 412), Acidity regulators (501(1) & 500 (1)) and Humectant (451(1)). Masala Tastemaker: Mixed spices (35.2%) (+Roasted spice powder (9.3%) (Coriander, Turmeric, Cumin, Aniseed, Black pepper, Fenugreek, Ginger, Green cardamom, Cinnamon, Clove, Nutneg, Bay leaf & Black cardamom), Red chilli powder, Onion powder, Garlic powder, Black pepper powder, Coriander powder, Turmeric powder, Cumin powder, Ginger powder, Aniseed powder, Fenugreek powder, Capsicum extract, Com-pounded asafoetida, Star anise powder, Coriander extract & Cumin extract), Sugar, lodized salt, Refined wheat flour (Maida), Onion, Thickener (508), Starch, Flavour enhancer (635), Yeast extract powder, Palm oil, Dehydrated kasuri methi leaves, Acidity regulator (330), Corn oil, Mineral and Wheat gluten",100,397,60.3,9.6
644,Gits Paneer Tikka Masala Ready to Eat,GITS,INSTANT FOOD,CURRY,"Onion. Cottage Cheese (21%), Tomate, Water, Capsicum, Red Chilli, Cashewnut, Yoghurt, Sunflower oil, Ghee, Salt, Garlic, Coriander. Ginger, Green chilli, Corn flour, Coriander seeds, Fennel seeds, Sugar, Cumin seeds. Turmeric, Green cardamom, Fenugreek seeds, Mustard, Fenugreek leaves. Caran seeds, Cinnamon Black pepper, Stararise, Dry bay leaf. Cardamom. Nutmeg. Black salt, Clove, Dry manga & Pomegranate",100,164,6,8
645, Gits Veg Biryani Ready to Eat,GITS,INSTANT FOOD,BIRIYANI,"Basmati Rice (58%), Potato Water Tomato, Color, Yoghurt, Peas, Sunflower Oil, Steelclarified Butter, Ginger, Garlic, Red Chillies, Coriander, Mint Salt Turmeric, Cinnamon, Camin, Black Pepper, Bay Leaves, Green Cardamon, Black Cardamom, Caraway Seeds, Nutmeg, Mace, Cloves, Star Anise, Fennel Seeds Rose Mater Sallon & Kewra Water",100,157,23,3.3
646,Eastern 5 Min Instant Breakfast Idiyappam Ready Mix,EASTERN,INSTANT FOOD,IDIYAPPAM,"Rice Flour (97%), Refined Wheat Flour (Maida), Iodized Salt",100,343,78,7.7
647,Currychief Madras Sambar,CURRYCHIEF,INSTANT FOOD,SAMBAR,"Water, Shallots, Onion, Tomato, Toor Dal, Moong Dal, Sunflower Oil, Salt, Red Chilly, Asafoetida, Green Chilly, Coriander, Fenugreek, Turmeric, Mustard, Cumin, Pepper, Rice, Channa Dal",100,178,18.3,7.4
648,MTR Dosa Instant Mix,MTR,INSTANT FOOD,DOSA,"Rice flour (46%), Blackgram Dal (27%), Refined Wheat Flour, Edible Vegetable fat-interesterified (Palm Oil and Palm kernel oil), Salt, Leavening agent: Sodium bicarbonate (INS 500(ii)), Acidity Regulator: Malic Acid (INS 296), Fenugreek",100,362,65,12
649,Cookd Black Pepper Kit,COOKD,INSTANT FOOD,MASALA POWDER,"Onion ((37%)), Water, Edible Vegetable Oil Refined Sunflower Oil, Garlic ((8%)), Soy Sauce, Ginger, Black Pepper, Iodized Salt, Vinegar, Flavour Enhancers (ins 627, Ins 630), Thickener (ins 1422), Hydrolysed Vegetable Protein, Yeast Extract, and Stabilizing Agent (ins 415) and Colour (ins 1500)",100,238.32,36.51,6.27
650,MTR Roasted Vermicelli,MTR,INSTANT FOOD,VERMICELLI,Wheat Semolina (Suji / Rawa),100,341,75,8
651,Aashirvaad Rava Idli Instant Mix,AASHIRVAAD,INSTANT FOOD,RAVA IDLI,"Semolina (86.3%), Refined Wheat Flour (Maida), Refined Palm Oil, Lodized Salt, Bengal Gram Dal (1.4%), Raising Agent [INS 500 (ii)], Dehydrated Carrot (1.2%), Curry Leaves (0.9%), Spices and Condi-ments, Mustard Seeds (0.5%), Ca-shewnuts (0.4%) and Dehydrated Green Chilli Powder",100,368,74.8,8.8
652,MTR Breakfast Rava Dosa Mix,MTR,INSTANT FOOD,RAVA DOSA,"Semolina (45%), Rice, Refined Wheat Flour, Edible Vegetable fat-interesterified, Salt, Cumin, Green Chilli Powder, Acidity Regulator: Malic Acid (INS 296)",100,350.5,73,9
653,Yu Cheesy VEG Carbonara - Korean Ramen Noodles,YU FOODS,INSTANT FOOD,NOODLES,"Black Pepper, Butter, Celery, Cheddar Cheese, Corn Flour, Cream, Dry Red Chilli, Garlic, Ginger, Onion, Orange Peel, Peanuts, Salt, Sesame Seeds, Soy Sauce, Sugar, Sunflower Oil, and Wheat Flour",100,195,20,5.3
654,Too Yumm K-Bomb Ramen Hot n Spicy Instant Noodles,TOO YUMM,INSTANT FOOD,NOODLES,"Noodles: Refined Wheat Flour, Vegetable Oil (Rice Bran Oil), Iodized Salt, Wheat Gluten, Starch, Gelling Agent (INS 508), Sequestrant (INS 451(i)), Thickeners (INS 412), Acidity Regulators (INS 501(i), INS 500(i)) Seasoning Mix: Iodized Salt, Sugar, Spices and Condiments (Contains Onion, Garlic, Chilli), Natural and Nature Identical Flavouring Substances, Maltodextrin, Fermented Soya Sauce Powder, Hydrolysed Vegetable Protein, Tomato Powder, Vinegar, Acidity Regulator (INS 330), Flavour Enhancers (INS 627, INS 631), Anticaking Agent (INS 551), Colour (INS 150d), Dehydrated Herb (Celery) Used as natural flavouring agent Garnish: Dehydrated Cabbage, Spices and Condiments (Chilli), Iodized Salt, Sugar",100,431,66,11.4
655,Maggi Nutri-licious Masala Veg Atta Noodles,MAGGI,INSTANT FOOD,NOODLES,"Herbs, Spices, Vegetables, Wheat Flour (Atta)",100,314,50.4,7.7
656,Maggi Korean BBQ Veg Instant Noodles,MAGGI,INSTANT FOOD,NOODLES,"NOODLES: Refined wheat flour (Maida), Palm oil, Wheat gluten, Iodized salt, Thickeners (508 & 412), Acidity regulators (501(i) & 500 (i)) and Humectant (451(i)). TASTEMAKER: Sugar, Soya sauce powder (Soya sauce, Maltodextrin, Iodized salt, Color (150c)), Garlic powder, Red chilli powder (11%), Thickener (508), Iodized salt, Flavour enhancer (635), Natural flavouring substance, Onion powder, Nature identical flavouring substances, Spice extract blend, Palm oil, Curry spice extract blend, Acidity regulator (330), Black pepper, Cinnamon powder, Star anise powder, Colour (150d), Sunflower oil and Rosemary extract. OIL: High oleic sunflower oil, Curry spice extract blend and Spice extract blend",100,321,41.6,8.2
657,YiPPee! Magic Masala Noodles with Added Veggies,SUNFEAST,INSTANT FOOD,NOODLES,"Instant Noodles: Refined Wheat Flour (Maida) (78.4%), Refined Palm Oil, Lodized Salt, Wheat Gluten (0.4%), Thickeners (INS 508, INS 412), Stabilizers (INS 170(1), INS 339(1), INS 450(), INS 452(0)] and Acidity Regulators [INS 501(1), INS 500(1), INS 330) Masala Mix: Dehydrated Vegetables [Beans (9.5%), Carrot (7.1%), Onion (4.6%) and Cabbage (3.8%), Instant Noodle Powder (Refined Wheat Flour (Maida) (15.5%), Refined Palm Oil, Lodized Salt and Wheat Gluten (0.08%)), Spices and Condiments (17.6%) (Garlic, Coriander, Cumin, Ginger, Chilli, Aniseed, Fenugreek, Black Pepper, Cardamom, Nutmeg, Caraway, Cinnamon, Clove and Turmeric), Sugar, Lodized Salt, Hydrolyzed Vegetable Protein, Natural Flavours and Natural Flavouring Substances, Nature Identical Flavouring Substances, Maltodextrin, Yeast Extract, Acidity Regulator (INS 330), Flavour Enhancers (INS 627, INS 631), Anticaking Agent (INS 551), Mineral, Vitamins and Starch",100,459,62.6,9
658,Sunfeast Yippee! Korean Noodles Fiery Hot,SUNFEAST,INSTANT FOOD,NOODLES,"Instant Noodles: Maida (Refined Wheat Flour), Refined Palm Oil, Starch, Lodized Salt, Emulsifier (Mono and diglycerides of fatty acids (from Palm Oil)), Wheat Gluten, Thickener (INS 466), Acidity Regulators JINS 500(ii), INS 501(1), INS 330), Stabilizers [INS 339(il), INS 450(i)). Seasoning: Spices and Condiments (20.2%) (Dried Garlic, Red Chilli, Dried Ginger, Black Pepper, Spice Oleoresin), Hydrolyzed Vegetable Protein (Soya Protein Isolate, Maltodextrin), Instant Noodle Powder (Maida (Refined Wheat Flour), Refined Palm Oil, Starch, Lodized Salt, Wheat Gluten), Maltodextrin, Lodized Salt, Dehydrated Onion, Sugar, Soyabean Sauce Powder Soyabean Sauce, Maltodextrin), Flavour Enhancers (INS 627, INS 631]. Nature Identical Flavouring Substances, Yeast Extract, Anticaking Agent (INS 551), Natural Flavours and Natural Flavouring Substances, Thickener (INS 415), Acidity Regulator (INS 330). Dehydrated Vegetables (100.0%) [Cabbage (32.8%), Carrot (32.8%), Spring Onion (22.9%), Beans (6.6%), Zucchini (4.9%))",100,439,64.7,8.5
659,Yu Zingy Cheese Instant Cup Noodles,YU FOODS,INSTANT FOOD,NOODLES,"Refined Flour Noodles, Cheddar Cheese, Onions, Garlic, Spring Onion, Corn Kernel, Tomato Puree, Palm Oil, Corn Flour, Milk, Vinegar, Refined Oil, Salt, Sugar, Red Chilli Powder, Spices and Seasoning, and Water",100,347,31.8,6.3
660,Bambino Elbow Macaroni Pasta,BAMBINO SOUTH,INSTANT FOOD,PASTA,"Durum Wheet Semelina/Rave Vitamins And Minerals Premix (Vitamin B3 (Es Niacinamide), Iron Las Ferrous Sulphate), Zinc (As Zinc Sulphate), Vitamin B2 (Riboflavin), Vitamin B1 (Es Thiemine Mononitrate and Vitamin B9 (Folic Acid)",100,357,75,12
661,Del Monte Penne Rigate Pasta Durum Wheat,DEL MONTE,INSTANT FOOD,PASTA,Durum Wheat Semolina,100,350,71,12
662,Ruchi magic Garlic Pickle,RUCHI,INSTANT FOOD,PICKLE,"Garlic Cloves and Crushed (22%), Potable Water, lodized Salt, Refined Rice Bran Oil, Tamarind, Jaggery, Chilli, Mixed Spices, Ginger Paste, Split Bengal Gram Dhal (Dal Chana), Split Black Gram (Urad Dal), Acidity Regulators (INS 330 & INS 260), Asafoetida and Preservative (INS 211)",100,123,5,2.5
663,MasterChow Hot and Spicy Schezwan Chutney,MASTER CHOW,INSTANT FOOD,CHUTNEY,"Water, Red Chilli Paste (25%), Garlic (12%), Tomato Paste, Sugar, Refined Soyabean Oil, Ginger (7%), Celery (3%), Iodized Salt, Soya Sauce, Acidity Regulators (INS260 and INS330), Sichuan Peppercorn, I+G, Mixed Spices & Condiments, Paprika Oleoresin, and Preservative (INS211)",100,146,17.6,2.1
664,Priya Lime Pickle In Lime Juice With Garlic,PRIYA,INSTANT FOOD,PICKLE,"Lime (61%), Iodised Salt, Lime Juice (7.5%), Garlic (5%), Chilli Powder, Fenugreek Powder, and Turmeric Powder",100,72,12.8,2
665,Keya Malabar Chicken Pickle,KEYA,INSTANT FOOD,PICKLE,"Chicken (40%), Spices and Condiments (Red Chilli, Ginger, Garlic, Fenugreek and Mustard), Edible Vegetable Oil, Iodised Salt, Acidity Regulator (INS 260), Sugar and Preservative (INS 211)",100,202,7.2,12.5
666,The Little Farm Co. Mixed Gobhi Gajar Shalgum Pickle,THE LITTLE FARM CO,INSTANT FOOD,PICKLE,"Gobhi, Shalgum, Carrots, Red chilli, Himalayan pink salt, Garam masala, Rai, Jaggery, Sugarcane vinegar, Cold pressed mustard oil, Ginger, Garlic, Citric Acid",100,118,13,1
667,Dnv Appalam,DNV,INSTANT FOOD,PAPPAD,"Urad Dal, Flour, Refined Salt, Asafoetida, Sodium Carbonate, Rice Flour, Sunflower Refined Oil",100,325,1.4,18.5
668,Wellfry Sabudana Red Chilli Papad,WELLFRY,INSTANT FOOD,PAPPAD,"Sabudana (Teploca) Red Chill, Rock Salt",100,333.9,79.64,6.65
669,Del Monte Sliced Black Olives,DEL MONTE,INSTANT FOOD,PICKLE,"Olives (48.5%), Water, Iodized Salt, Color Retention Agent (Ins 579)",100,125,3,0.5
670,Priya Mango Avakaya Pickle With Garlic,PRIYA,INSTANT FOOD,PICKLE,"Mango (59%), Iodized Salt, Refined Rice Bran Oil, Mustard Powder, Chilli Powder, Sesame Oil, Garlic (4%), Mustard Oil and Mixed Spices",100,206,14.9,3.1
671,Daishik Green Chutney,DAISHIK,INSTANT FOOD,CHUTNEY,"Coriander, Mint Powder, Green Chilli, Bengal Gram, and Iodized Salt",100,401.7,76.3,14.8
672,MTR Instant Badam Drink Mix,MTR,INSTANT FOOD,BADAM DRINK MIX,"Sugar, Milk Solids, and Almond",100,57.4,12,0.72
673,MTR Schezwan Idli Mix,MTR,INSTANT FOOD,IDLI,"Sooji, Sprouted Millets (Jowar, Ragi) (8%), Corn, Cashew (4%), Desi Ghee (4%), Sunflower Oil, Urad Dal, Chana Dal, Sundried Vegetables (Carrot, Onion, Green Chilli, Curry Leaves). No Maltodextrin Seasoning: Salt, Jaggery Powder, Mustard, Cumin, Fennel, Ginger, Black Pepper, Herbs (Oregano, Basil), Hing, Natural & Nature Identical Flavours (Lemon), Vitamin E.",100,340,67,13
674,MTR Gourmet Butter Idli Mix,MTR,INSTANT FOOD,IDLI,"Rice, Black Gram Dal, Edible Vegetable Oil, Salt, Acidity Regulator, Raising Agent",100,340,67,13
675,Gits Khaman Dhokla Instant Snack Mix,GITS,INSTANT FOOD,DHOKLA,"Besan (Chick Pea Flour 68%), Sugar Powder, Semolina, Salt, Citric Acid (E330), Sodium Bicarbonate (E500(Ii)), Asafoetida, Turmeric and Sodium Acetate (E262) (Acidity Regulator)",100,370,67,16
676,Golden Prize Tuna Spread In Mayonnaise,GOLDEN PRICE,INSTANT FOOD,MAYONNAISE,"Baby Corn, Carrot, Guar Gum (E412), Mayonnaise, Natural Colour (E171), Onion, Salt, Sugar, Sweet Corn, Sweet Pepper, Tuna, and Vinegar",43,36,3.2,4.4
677,Cookd Tandoori Tikka Kit,COOKD,INSTANT FOOD,MASALA POWDER,"Marinade: spices and condiments (chilli, coriander, cumin, ginger, turmeric, black pepper), iodized salt, garlic powder, tomato solids, corn starch, dehydrated herbs, flavour enhancers (INS627, INS631), acidity regulator (INS330), thickener (INS 451), natural flavour. Sprinkler: black salt, mango powder, spices and condiments (cumin, coriander, black pepper, ginger), dehydrated herbs, natural flavour. Oil: spice extract (mustard), natural flavour, mustard oil",100,316.7,32.6,11.59
678,Wok N Roll Manchurian Masala,WORK N ROLL,INSTANT FOOD,MASALA POWDER,"Acidity Regulator (INS 330), Anticaking Agent (INS 551), Corn Starch, Flavour Enhancer (INS 635), Garlic Powder, Ginger Powder, Green Chilli Powder, Hydrolysed Vegetable Protein (Corn), Low Sodium Salt Iodized, Malt Extract (Wheat and Barley), Maltodextrin (Corn), Manchurian Seasoning (Refined Sunflower Oil, Spice Extracts (Capsicum, Ginger, Celery, Black Pepper, Garlic), Emulsifier (INS 471), Natural and Nature Identical Flavouring Substances), Natural Flavouring Substances, Onion Powder, Soya Sauce Powder (Soya Flour, Acidity Regulators (INS 260, INS 330), Maltodextrin (Corn)), Spice Mix (Onion Powder, Garlic Powder, Ginger Powder), Sugar",100,360,53.3,3.9
679,Happa Cereal Sprouted Ragi | Mango | Banana,HAPPA,INSTANT FOOD,CEREAL,"Organic Ragi (68%), Banana Powder (19%), Mango Powder (13%)",100,385,86.9,5.5
680,Gladful Choco Pancake Sprouted Millets and Masoor Mix,GLADFUL,INSTANT FOOD,PANCAKE MIX,"Sprouted Masoor, Foxtail Millet, Oats, Jawar, Banana, Chocolate, Raw Unrefined Cane Sugar, VANILLA CAKE, Baking Powder",30,307,61.9,10
681,Madmix Oats Idli With Free Chutney,MADMIX,INSTANT FOOD,OATS IDLI,"Oats Idli Premix: Rice, Gram, Oats, Baking powder, Salt, and Fruit salt. Chutney Premix: Gram, Coconut Powder, Salt, Green Chilli Powder, Curry Leaves Powder, Cumin Powder, Ginger Powder, Asafoetida",100,361.88,73.94,11.75
682,Surya Panipuri Masala,SURYA,INSTANT FOOD,MASALA POWDER,"Black Salt, Dry Mango, Mint Leaves, Rock Salt, Tamarind Powder, Black Pepper, Salt, Citric Acid, Cumin, Ginger, Chilli Powder, Ajwain and Asafoetida",100,0,7,1
683,Currychief Chicken Curry,CURRYCHIEF,INSTANT FOOD,MASALA POWDER,"Coconut, Garlic, Ginger, Onion, Salt, Shallots, Spices and Condiments (Chilli, Cinnamon, Cloves, Coriander, Curry Leaves, Cumin, Fennel Seeds, Pepper, Turmeric), Sunflower Oil, Tomato, and Water",100,172,0.5,2.5
684,Hocco Pindi Chole Rice Combo,HOCCO,INSTANT FOOD,CHOLE RICE,"Basmati Rice, Bay Leaf, Black Cardamom, Black Pepper, Butter, Cardamom, Chaat Masala, Chick Peas, Cinnamon, Cloves, Cotton Seed Oil, Cream, Edible Common Salt, Fenugreek, Green Chilli, Kitchen King, Mace, Onion, Pomegranate Seed Dry, Pure Ghee, Salt, Star Anise, Tomato, and Water",375,453.96,30.89,14.15
685,Hocco Chana Masala,HOCCO,INSTANT FOOD,MASALA POWDER,"Chickpeas White (Kabuli Chana 28%), Tomato Puree, Black Pepper, Sunflower Oil, Cotton Seed Oil, Onion, Cumin, Spices (Cumin Seed Powder, Red Chilli Powder, Cinnamon, Cardamom, Clove), Salt, Garlic, Green Chilli, Ginger, and Water",100,277.16,26.45,3.6
686,Hocco Bisebelle Bhath,HOCCO,INSTANT FOOD,BISEBELLE BHATH,"Beans, Carrots, Curry Leaves, Mustard Seeds, Peas, Rice, Tamarind, Toor Dal, and Turmeric",100,114.29,18.62,2.64
687,Hocco Mumbai Bhaji,HOCCO,INSTANT FOOD,MUMBAI BHAJI,"Potato, Tomato, Water, Capsicum, Cotton Seed Oil, Clarified Butter, Onion, Green Peas, Coriander, Red Chilli, Salt, Garlic, Cabbage, Cumin, White Pepper, Kashmiri Chilli Powder, Cinnamon, Clove, Turmeric, and Black Pepper",150,222,25,3
688,Hocco Smoked Paneer,HOCCO,INSTANT FOOD,SMOKED PANEER,"Bengal Gram, Black Cardamom, Black Gram, Black Pepper, Cardamom, Cashew Nut, Cassia, Chilli, Clarified Butter, Clove, Coriander, Cotton Seed Oil, Cumin, Dried Whole Milk, Dry Ginger, Fenugreek, Fenugreek Leaves, Garlic, Mace, Melon Seed, Mustard, Nutmeg, Onion, Paneer, Red Chilli, Salt, Star Anise, Tomato Paste, and Turmeric",150,358.5,37.5,8.25
689,Real Thai Rice Paper,REAL THAI,INSTANT FOOD,RICE PAPER,"Rice 90%, Water, Tapioca Flour, Salt",24,80,19,1
690,Pintola Organic Wholegrain Brown Rice Cakes,PINTOLA,INSTANT FOOD,RICE CAKE,"100% Organic Wholegrain Brown Rice, Desert Salt",100,378,81,7.9
691,Wakao Jackfruit Biryani,WOKAO,INSTANT FOOD,BIRIYANI,"Water, Basmati Rice, Jackfruit, Tomato paste, Onion, Garlic, Ginger, Thickening agent (INS 1422), Spices and Condiments, Soybean oil, Green chilies, Curd, Rose Water, Kewra Water, Coriander Leaves, Mint Leaves, Wheat Fiber, Added natural and nature identical flavors and color",100,105.44,21.09,2.61
692,Hocco Dal Makhani,HOCCO,INSTANT FOOD,DAL MAKHANI,"Black Gram, Clarified Butter, Cotton Seed Oil, Coriander Powder, Fenugreek Leaves, Garlic, Ginger, Green Chilli, Milk Cream, Onion, Red Chilli Powder, Salt, Sugar, Tomato, Tomato Powder, Veg Seasoning, and Water",100,378.68,46.13,4.64
693,Hocco Dum Aloo,HOCCO,INSTANT FOOD,DAM ALOO,"Onion, Potato, Fried Cashewnut, Cashewnut, Melon Seed, Curd, Spice Mix, Garam Masala Powder, Black Pepper Powder, Cloves, Green Cardamom, Black Cardamom, Star Anise, Mace, Cumin Seed, Coriander Whole, Garlic, Ginger, Khoya, Fresh Cream, Salt, Kasoori Methi, Turmeric Powder, and Water",150,110.33,23.33,2.16
694,Gits Heat & Eat Pau Bhaji,GITS,INSTANT FOOD,PAU BHAJI,"Tomato (32%), Potato (31%), Butter, Onion, Green Peas (5%), Capsicum (3%), Red Chillies, Garlic, Salt, Ginger, Coriander, Cumin, Carom Seeds, Black pepper, Aniseed, Split gram, Cinnamon, Green cardamom, Star anise, Clove, Nut meg, Mace, Stone flower, Black salt, Bay leaf and Black cardamom",100,159,14.9,5.7
